Date,Close,return,P/E,β
2/7/19,$42.74,-0.0031053,-7.26646E-05,0.048268962
2/8/19,$42.60,-0.0057674,-0.000135378,0.04789633
2/11/19,$42.36,0.0085802,0.000202567,0.047104197
2/12/19,$42.72,-0.0041634,-9.74516E-05,0.045656262
2/13/19,$42.55,0.0036366,8.54761E-05,0.045154623
2/14/19,$42.70,-0.0022273,-5.21617E-05,0.0451579
2/15/19,$42.61,0.0029881,7.01358E-05,0.045735865
2/19/19,$42.73,0.0064148,0.000150114,0.04561919
2/20/19,$43.01,-0.0056545,-0.000131477,0.047781958
2/21/19,$42.77,0.0111038,0.000259647,0.046478402
2/22/19,$43.24,0.0072581,0.000167846,0.046156072
2/25/19,$43.56,0.0005738,1.31731E-05,0.045608834
2/26/19,$43.58,0.0030928,7.09639E-05,0.043322005
2/27/19,$43.72,-0.0098846,-0.000226101,0.043477065
2/28/19,$43.29,0.0104563,0.000241554,0.044034922
3/1/19,$43.74,0.0050168,0.00011469,0.043884869
3/4/19,$43.96,-0.0018214,-4.14305E-05,0.044913842
3/5/19,$43.88,-0.0057706,-0.000131502,0.047264157
3/6/19,$43.63,-0.0116421,-0.000266837,0.046890219
3/7/19,$43.13,0.002374,5.50491E-05,0.055256711
3/8/19,$43.23,0.0340558,0.000787826,0.056446635
3/11/19,$44.73,0.0111727,0.000249808,0.056233739
3/12/19,$45.23,0.0044123,9.75588E-05,0.055296414
3/13/19,$45.43,0.0110553,0.000243361,0.057524833
3/14/19,$45.93,0.0129243,0.000281377,0.055938641
3/15/19,$46.53,0.0101567,0.000218283,0.055869871
3/18/19,$47.01,-0.0079563,-0.000169264,0.054858489
3/19/19,$46.63,0.0087006,0.000186578,0.054824039
3/20/19,$47.04,0.0361683,0.000768884,0.052783198
3/21/19,$48.77,-0.0209258,-0.000429049,0.052687595
3/22/19,$47.76,-0.0121648,-0.000254693,0.052884426
3/25/19,$47.19,-0.0103854,-0.0002201,0.052196725
3/26/19,$46.70,0.0089539,0.000191742,0.051912176
3/27/19,$47.12,0.0013256,2.81338E-05,0.052501311
3/28/19,$47.18,0.0064964,0.000137695,0.053172807
3/29/19,$47.49,0.0067683,0.000142528,0.052481246
4/1/19,$47.81,0.0144321,0.000301863,0.051714792
4/2/19,$48.51,0.0068316,0.000140843,0.051460827
4/3/19,$48.84,0.001739,3.56069E-05,0.051285179
4/4/19,$48.92,0.006672,0.000136378,0.050694211
4/5/19,$49.25,0.0156135,0.000317026,0.050655999
4/8/19,$50.03,-0.003003,-6.00301E-05,0.05104122
4/9/19,$49.88,0.0055983,0.000112247,0.050948652
4/10/19,$50.16,-0.008359,-0.000166664,0.050671205
4/11/19,$49.74,-0.0004022,-8.08629E-06,0.0506249
4/12/19,$49.72,0.0018086,3.63774E-05,0.050333671
4/15/19,$49.81,0.0001004,2.01539E-06,0.053346571
4/16/19,$49.81,0.0192859,0.000387169,0.053215647
4/17/19,$50.78,0.0035873,7.06408E-05,0.05291311
4/18/19,$50.97,0.0032812,6.43811E-05,0.052735407
4/22/19,$51.13,0.0143203,0.000280062,0.05243375
4/23/19,$51.87,-0.0015435,-2.97572E-05,0.051837593
4/24/19,$51.79,-0.0091165,-0.000176029,0.051672939
4/25/19,$51.32,-0.0047854,-9.32463E-05,0.051381458
4/26/19,$51.08,0.0015162,2.96863E-05,0.050056134
4/29/19,$51.15,-0.019444,-0.000380117,0.047536792
4/30/19,$50.17,0.0479189,0.000955178,0.048015549
5/1/19,$52.63,-0.006529,-0.000124054,0.048900116
5/2/19,$52.29,0.0123546,0.000236283,0.045783701
5/3/19,$52.94,-0.0155632,-0.000293992,0.04857762
5/6/19,$52.12,-0.027327,-0.00052431,0.048332303
5/7/19,$50.72,0.0001972,3.88762E-06,0.04720159
5/8/19,$50.73,-0.0108023,-0.000212959,0.047250442
5/9/19,$50.18,-0.0177939,-0.000354601,0.048393862
5/10/19,$49.30,-0.0598769,-0.001214664,0.050606709
5/13/19,$46.43,0.0157063,0.000338279,0.049258549
5/14/19,$47.17,0.011908,0.000252476,0.048534613
5/15/19,$47.73,-0.0044095,-9.23833E-05,0.048071148
5/16/19,$47.52,-0.005698,-0.000119908,0.0433197
5/17/19,$47.25,-0.0317692,-0.000672364,0.042671611
5/20/19,$45.77,0.0189895,0.000414866,0.041796654
5/21/19,$46.65,-0.020684,-0.000443388,0.043701124
5/22/19,$45.70,-0.0172171,-0.000376782,0.043300255
5/23/19,$44.92,-0.003848,-8.56725E-05,0.043562697
5/24/19,$44.74,-0.0041433,-9.26042E-05,0.042751168
5/28/19,$44.56,-0.0047805,-0.000107289,0.042297041
5/29/19,$44.35,0.0051732,0.000116658,0.039522405
5/30/19,$44.58,-0.0182816,-0.000410132,0.038931503
5/31/19,$43.77,-0.0101617,-0.000232174,0.040789453
6/3/19,$43.33,0.0359307,0.000829328,0.041707171
6/4/19,$44.91,0.0160145,0.00035659,0.041654781
6/5/19,$45.64,0.014575,0.000319382,0.041864739
6/6/19,$46.31,0.0262689,0.000567302,0.041505564
6/7/19,$47.54,0.0126984,0.000267124,0.038845815
6/10/19,$48.15,0.0115131,0.000239133,0.038770171
6/11/19,$48.70,-0.0031877,-6.54517E-05,0.03862519
6/12/19,$48.55,-0.000206,-4.24337E-06,0.038216197
6/13/19,$48.54,-0.0072889,-0.000150171,0.037632508
6/14/19,$48.19,0.0059489,0.000123459,0.03687424
6/17/19,$48.47,0.0232462,0.000479575,0.036749632
6/18/19,$49.61,-0.0029269,-5.89958E-05,0.037049178
6/19/19,$49.47,0.0080035,0.000161792,0.03707224
6/20/19,$49.87,-0.003415,-6.84855E-05,0.036838286
6/21/19,$49.70,-0.0010066,-2.02564E-05,0.036543336
6/24/19,$49.65,-0.0152737,-0.000307658,0.033967415
6/25/19,$48.89,0.0213985,0.000437664,0.033823221
6/26/19,$49.95,-0.0003003,-6.01292E-06,0.03530991
6/27/19,$49.94,-0.0091536,-0.000183311,0.038974068
6/28/19,$49.48,0.0181746,0.000367312,0.039467879
7/1/19,$50.39,0.0058376,0.000115853,0.040098937
7/2/19,$50.68,0.0082527,0.000162832,0.039910166
7/3/19,$51.10,-0.000881,-1.72393E-05,0.039485864
7/5/19,$51.06,-0.0208294,-0.000407961,0.039456836
7/8/19,$50.01,0.0060809,0.000121605,0.039724435
7/9/19,$50.31,0.0098401,0.00019559,0.03895212
7/10/19,$50.81,-0.007309,-0.000143857,0.039267088
7/11/19,$50.44,0.0076534,0.000151741,0.039101549
7/12/19,$50.83,0.0093511,0.000183987,0.038960502
7/15/19,$51.30,-0.0034659,-6.75575E-05,0.038783416
7/16/19,$51.13,-0.0056393,-0.000110305,0.038830102
7/17/19,$50.84,0.0112957,0.000222192,0.03836674
7/18/19,$51.42,-0.0150401,-0.000292523,0.037645406
7/19/19,$50.65,0.0225968,0.000446158,0.037597482
7/22/19,$51.81,0.0077874,0.000150321,0.037711255
7/23/19,$52.21,-0.0008144,-1.55976E-05,0.037814794
7/24/19,$52.17,-0.0079386,-0.000152176,0.0376598
7/25/19,$51.76,0.0034719,6.70832E-05,0.037129596
7/26/19,$51.94,0.0092953,0.000178979,0.036968651
7/29/19,$52.42,-0.0043015,-8.20582E-05,0.035295625
7/30/19,$52.20,0.0201989,0.000386989,0.027455152
7/31/19,$53.26,-0.0218767,-0.000410753,0.02562656
8/1/19,$52.11,-0.0213852,-0.000410406,0.031021092
8/2/19,$51.01,-0.0537677,-0.001054166,0.034785154
8/5/19,$48.34,0.0187534,0.000387989,0.03436669
8/6/19,$49.25,0.0103021,0.000209179,0.035199114
8/7/19,$49.76,0.0218162,0.000438428,0.035009389
8/8/19,$50.86,-0.0120668,-0.000237267,0.034835882
8/9/19,$50.25,-0.0025407,-5.0563E-05,0.037581006
8/12/19,$50.12,0.0414762,0.000827538,0.03973085
8/13/19,$52.24,-0.030217,-0.000578399,0.038899136
8/14/19,$50.69,-0.004994,-9.85244E-05,0.038072662
8/15/19,$50.44,0.0233207,0.000462391,0.036879799
8/16/19,$51.63,0.0184724,0.000357819,0.036774822
8/19/19,$52.59,4.754E-05,9.03992E-07,0.036462683
8/20/19,$52.59,0.0107802,0.000204987,0.036288561
8/21/19,$53.16,-0.0008469,-1.59304E-05,0.036412049
8/22/19,$53.12,-0.0473227,-0.000890949,0.037057048
8/23/19,$50.66,0.018821,0.000371516,0.037362916
8/26/19,$51.62,-0.011348,-0.000219826,0.037184185
8/27/19,$51.04,0.006688,0.000131035,0.0361335
8/28/19,$51.38,0.0167901,0.000326767,0.03599649
8/29/19,$52.25,-0.0012926,-2.47383E-05,0.035973508
8/30/19,$52.19,-0.0146707,-0.000281128,0.035884457
9/3/19,$51.43,0.0168241,0.000327159,0.035741756
9/4/19,$52.30,0.0193629,0.000370246,0.035641027
9/5/19,$53.32,-9.378E-05,-1.75877E-06,0.035513079
9/6/19,$53.32,0.004258,7.98652E-05,0.033331438
9/9/19,$53.54,0.0117438,0.000219336,0.032768768
9/10/19,$54.18,0.0313001,0.000577759,0.032656269
9/11/19,$55.90,-0.0022603,-4.04357E-05,0.036938321
9/12/19,$55.77,-0.0196242,-0.00035187,0.036796962
9/13/19,$54.69,0.0052434,9.58788E-05,0.037075441
9/16/19,$54.98,0.0036314,6.60558E-05,0.037935859
9/17/19,$55.18,0.0093355,0.000169199,0.037477273
9/18/19,$55.69,-0.0081582,-0.000146486,0.038083626
9/19/19,$55.24,-0.0147259,-0.000266581,0.038027
9/20/19,$54.43,0.0045366,8.33438E-05,0.037290994
9/23/19,$54.68,-0.0047663,-8.71668E-05,0.036916568
9/24/19,$54.42,0.0152723,0.000280638,0.036860477
9/25/19,$55.26,-0.005171,-9.35804E-05,0.037396694
9/26/19,$54.97,-0.0048779,-8.87343E-05,0.036625097
9/27/19,$54.71,0.0232626,0.000425238,0.036577798
9/30/19,$55.99,0.0027644,4.9371E-05,0.040198023
10/1/19,$56.15,-0.0253875,-0.000452156,0.041401878
10/2/19,$54.74,0.0084588,0.000154527,0.041381095
10/3/19,$55.21,0.0276462,0.000500791,0.041208687
10/4/19,$56.75,0.0002202,3.88054E-06,0.04218851
10/7/19,$56.77,-0.0117841,-0.000207595,0.04239789
10/8/19,$56.10,0.011652,0.0002077,0.042197842
10/9/19,$56.76,0.0133884,0.000235887,0.040168619
10/10/19,$57.52,0.0262507,0.000456355,0.040095949
10/11/19,$59.05,-0.0014404,-2.43924E-05,0.039999055
10/14/19,$58.97,-0.0023345,-3.95899E-05,0.039784285
10/15/19,$58.83,-0.0040452,-6.87613E-05,0.039804514
10/16/19,$58.59,0.0038752,6.61387E-05,0.039738444
10/17/19,$58.82,0.0047913,8.14568E-05,0.038402207
10/18/19,$59.10,0.0171941,0.00029092,0.038381449
10/21/19,$60.13,-0.0022894,-3.80762E-05,0.037851883
10/22/19,$59.99,0.0133297,0.000222198,0.037800598
10/23/19,$60.80,0.0016435,2.70338E-05,0.03679409
10/24/19,$60.90,0.0122411,0.000201019,0.036285017
10/25/19,$61.65,0.0099672,0.000161687,0.035481794
10/28/19,$62.26,-0.0233995,-0.000375821,0.035248697
10/29/19,$60.82,-0.0001233,-2.02749E-06,0.033597744
10/30/19,$60.82,0.0223577,0.000367635,0.033071789
10/31/19,$62.19,0.0279855,0.00045,0.032615748
11/1/19,$63.96,0.0065456,0.000102348,0.032322733
11/4/19,$64.38,-0.0014379,-2.23367E-05,0.032251514
11/5/19,$64.28,0.0004277,6.65356E-06,0.032479304
11/6/19,$64.31,0.0084774,0.000131821,0.03234129
11/7/19,$64.86,0.002733,4.2139E-05,0.032307881
11/8/19,$65.04,0.0078876,0.000121283,0.032147419
11/11/19,$65.55,-0.0009158,-1.39703E-05,0.032629815
11/12/19,$65.49,0.009536,0.00014561,0.032507752
11/13/19,$66.12,-0.0069436,-0.000105018,0.033341357
11/14/19,$65.66,0.0118094,0.000179856,0.033408782
11/15/19,$66.44,0.0050295,7.56995E-05,0.032961232
11/18/19,$66.78,-0.0030372,-4.54838E-05,0.032452026
11/19/19,$66.57,-0.0117097,-0.000175894,0.032414218
11/20/19,$65.80,-0.0044935,-6.82934E-05,0.032278136
11/21/19,$65.50,-0.0008782,-1.34073E-05,0.032139743
11/22/19,$65.45,0.0173819,0.000265595,0.033679733
11/25/19,$66.59,-0.0078393,-0.000117721,0.032984399
11/26/19,$66.07,0.0133428,0.000201942,0.032833378
11/27/19,$66.96,-0.0022052,-3.29337E-05,0.032558284
11/29/19,$66.81,-0.0116296,-0.000174063,0.031861611
12/2/19,$66.04,-0.017991,-0.000272425,0.031814681
12/3/19,$64.86,0.0087876,0.000135481,0.031486894
12/4/19,$65.44,0.0145645,0.000222579,0.031916016
12/5/19,$66.40,0.019132,0.000288155,0.032455287
12/6/19,$67.68,-0.0140991,-0.000208328,0.031535175
12/9/19,$66.73,0.0058274,8.73286E-05,0.031451767
12/10/19,$67.12,0.0084933,0.000126539,0.031346508
12/11/19,$67.69,0.002545,3.75972E-05,0.031287647
12/12/19,$67.87,0.0135016,0.000198948,0.0322655
12/13/19,$68.79,0.0169731,0.000246746,0.032164378
12/16/19,$69.97,0.0019633,2.80617E-05,0.032125923
12/17/19,$70.10,-0.0023922,-3.41246E-05,0.032033227
12/18/19,$69.94,0.0010004,1.43051E-05,0.031756357
12/19/19,$70.01,-0.0020734,-2.96183E-05,0.03119505
12/20/19,$69.86,0.0161866,0.000231701,0.031106359
12/23/19,$71.00,0.0009503,1.33838E-05,0.031053094
12/24/19,$71.07,0.019646,0.000276442,0.030987806
12/26/19,$72.48,-0.0003795,-5.23611E-06,0.030977252
12/27/19,$72.45,0.0059176,8.16782E-05,0.031070048
12/30/19,$72.88,0.00728,9.98898E-05,0.030535556
12/31/19,$73.41,0.0225599,0.000307303,0.029668824
1/2/20,$75.09,-0.0097696,-0.000130109,0.029275028
1/3/20,$74.36,0.0079367,0.000106737,0.029688216
1/6/20,$74.95,-0.0047142,-6.28983E-05,0.0288623
1/7/20,$74.60,0.0159583,0.000213926,0.027948678
1/8/20,$75.80,0.0210184,0.000277296,0.027869581
1/9/20,$77.41,0.0022582,2.9173E-05,0.027151564
1/10/20,$77.58,0.0211393,0.000272476,0.026852421
1/13/20,$79.24,-0.0135953,-0.000171571,0.026470941
1/14/20,$78.17,-0.0042947,-5.4941E-05,0.026683339
1/15/20,$77.84,0.0124487,0.000159937,0.026213649
1/16/20,$78.81,0.0110101,0.000139704,0.025873554
1/17/20,$79.68,-0.0068,-8.53382E-05,0.025919488
1/21/20,$79.14,0.0035632,4.5022E-05,0.025969064
1/22/20,$79.43,0.0048043,6.04886E-05,0.025878773
1/23/20,$79.81,-0.0028861,-3.61632E-05,0.025962315
1/24/20,$79.58,-0.0298463,-0.00037506,0.027361865
1/27/20,$77.24,0.0278966,0.00036118,0.02748109
1/28/20,$79.42,0.0207163,0.000260836,0.027234157
1/29/20,$81.09,-0.0014501,-1.78843E-05,0.027186442
1/30/20,$80.97,-0.0453518,-0.000560123,0.027029831
1/31/20,$77.38,-0.0027501,-3.55407E-05,0.025285696
2/3/20,$77.17,0.0324804,0.000420922,0.025536894
2/4/20,$79.71,0.0081212,0.000101882,0.026999654
2/5/20,$80.36,0.0116291,0.000144708,0.030403798
2/6/20,$81.30,-0.0160564,-0.000197489,0.030465806
2/7/20,$80.01,0.0047383,5.92233E-05,0.03050937
2/10/20,$80.39,-0.0060516,-7.52797E-05,0.030572033
2/11/20,$79.90,0.0234701,0.000293734,0.030282605
2/12/20,$81.80,-0.0071465,-8.73656E-05,0.030154582
2/13/20,$81.22,0.0002462,3.03164E-06,0.031620573
2/14/20,$81.24,-0.0184802,-0.000227484,0.030036529
2/18/20,$79.75,0.0143789,0.0001803,0.028954869
2/19/20,$80.91,-0.0103119,-0.000127457,0.029122079
2/20/20,$80.08,-0.0228951,-0.000285921,0.030266306
2/21/20,$78.26,-0.0486656,-0.000621825,0.030111151
2/24/20,$74.55,-0.0344591,-0.000462259,0.030916682
2/25/20,$72.02,0.0157391,0.000218538,0.037362548
2/26/20,$73.16,-0.0676026,-0.000924006,0.037696494
2/27/20,$68.38,-0.0005851,-8.55714E-06,0.051467145
2/28/20,$68.34,0.0890183,0.00130258,0.052598448
3/2/20,$74.70,-0.0322746,-0.000432041,0.054687157
3/3/20,$72.33,0.045341,0.000626863,0.057962774
3/4/20,$75.69,-0.0329748,-0.000435685,0.057398001
3/5/20,$73.23,-0.013369,-0.000182562,0.073236321
3/6/20,$72.26,-0.0823953,-0.001140301,0.070689929
3/9/20,$66.54,0.0695462,0.00104514,0.077143104
3/10/20,$71.34,-0.0353479,-0.00049552,0.135447589
3/11/20,$68.86,-0.1039778,-0.001510043,0.14209469
3/12/20,$62.06,0.1131575,0.001823429,0.222982685
3/13/20,$69.49,-0.1377081,-0.001981625,0.234955483
3/16/20,$60.55,0.0430309,0.000710637,0.251266657
3/17/20,$63.22,-0.0247846,-0.000392068,0.247478207
3/18/20,$61.67,-0.0076916,-0.000124726,0.257935467
3/19/20,$61.20,-0.0655904,-0.001071825,0.261055609
3/20/20,$57.31,-0.021473,-0.000374682,0.269133113
3/23/20,$56.09,0.0956059,0.001704433,0.267888054
3/24/20,$61.72,-0.005524,-8.95006E-05,0.294482551
3/25/20,$61.38,0.0512851,0.000835535,0.293618836
3/26/20,$64.61,-0.0422837,-0.000654446,0.295671442
3/27/20,$61.94,0.0281384,0.000454321,0.295487626
3/30/20,$63.70,-0.0020428,-3.20682E-05,0.297505205
3/31/20,$63.57,-0.0540519,-0.000850241,0.299943701
4/1/20,$60.23,0.016549,0.000274775,0.301158173
4/2/20,$61.23,-0.0144757,-0.000236406,0.320292525
4/3/20,$60.35,0.0836401,0.001385859,0.320328837
4/6/20,$65.62,-0.0116499,-0.000177542,0.321993383
4/7/20,$64.86,0.0252725,0.000389662,0.320651459
4/8/20,$66.52,0.0071902,0.000108095,0.319868828
4/9/20,$67.00,0.0194375,0.000290122,0.333972124
4/13/20,$68.31,0.0492693,0.000721234,0.334247351
4/14/20,$71.76,-0.0091692,-0.000127772,0.333471494
4/15/20,$71.11,0.0079143,0.000111301,0.330302033
4/16/20,$71.67,-0.0136616,-0.000190611,0.32873713
4/17/20,$70.70,-0.0209752,-0.000296678,0.331331744
4/20/20,$69.23,-0.0313981,-0.000453517,0.330405782
4/21/20,$67.09,0.0283965,0.000423244,0.329908809
4/22/20,$69.03,-0.0038829,-5.62541E-05,0.326331748
4/23/20,$68.76,0.0284607,0.000413929,0.325617292
4/24/20,$70.74,0.0007065,9.98748E-06,0.323935941
4/27/20,$70.79,-0.0163422,-0.000230846,0.324294949
4/28/20,$69.65,0.0323173,0.000464029,0.323652231
4/29/20,$71.93,0.0208767,0.000290227,0.326775709
4/30/20,$73.45,-0.0162304,-0.000220972,0.326328765
5/1/20,$72.27,0.0140497,0.000194412,0.328203196
5/4/20,$73.29,0.0148974,0.000203266,0.326962571
5/5/20,$74.39,0.0102644,0.000137981,0.327004557
5/6/20,$75.16,0.0102918,0.000136936,0.326878479
5/7/20,$75.94,0.0208195,0.000274175,0.326018013
5/8/20,$77.53,0.0156128,0.000201371,0.326319224
5/11/20,$78.75,-0.011494,-0.000145951,0.32553741
5/12/20,$77.85,-0.0121476,-0.000156034,0.325107995
5/13/20,$76.91,0.0061246,7.96301E-05,0.324271569
5/14/20,$77.39,-0.0059295,-7.66239E-05,0.326057177
5/15/20,$76.93,0.0232879,0.000302725,0.326396308
5/18/20,$78.74,-0.0057953,-7.36001E-05,0.32681524
5/19/20,$78.29,0.0192615,0.000246043,0.326978722
5/20/20,$79.81,-0.0074834,-9.37678E-05,0.326574586
5/21/20,$79.21,0.0064177,8.10193E-05,0.32524677
5/22/20,$79.72,-0.0067965,-8.52525E-05,0.324722413
5/26/20,$79.18,0.0043476,5.49056E-05,0.32405083
5/27/20,$79.53,0.00044,5.53271E-06,0.32308216
5/28/20,$79.56,-0.0009746,-1.22489E-05,0.321861102
5/29/20,$79.49,0.0122229,0.000153776,0.320894364
6/1/20,$80.46,0.0046188,5.74032E-05,0.320445842
6/2/20,$80.84,0.0054899,6.79154E-05,0.320873092
6/3/20,$81.28,-0.0086495,-0.000106416,0.316945276
6/4/20,$80.58,0.028083,0.00034851,0.317284308
6/5/20,$82.88,0.0058951,7.11325E-05,0.316224233
6/8/20,$83.37,0.0310897,0.000372934,0.314088328
6/9/20,$86.00,0.0254021,0.000295382,0.321826409
6/10/20,$88.21,-0.0492012,-0.000557773,0.321993366
6/11/20,$83.98,0.0085965,0.000102369,0.321840585
6/12/20,$84.70,0.0122913,0.000145116,0.321519094
6/15/20,$85.75,0.0261571,0.000305048,0.320912754
6/16/20,$88.02,-0.0013927,-1.58225E-05,0.320295123
6/17/20,$87.90,0.0003981,4.52927E-06,0.32004658
6/18/20,$87.93,-0.005731,-6.5175E-05,0.320606879
6/19/20,$87.43,0.0258274,0.000295406,0.316763162
6/22/20,$89.72,0.0211202,0.000235407,0.317618969
6/23/20,$91.63,-0.0178097,-0.00019436,0.317611771
6/24/20,$90.02,0.0131882,0.000146511,0.321565599
6/25/20,$91.21,-0.0312077,-0.000342153,0.322062391
6/26/20,$88.41,0.0227851,0.000257728,0.32156064
6/29/20,$90.45,0.008313,9.19118E-05,0.320523322
6/30/20,$91.20,-0.0018932,-2.07592E-05,0.319962875
7/1/20,$91.03,0,0,0.319264125
7/2/20,$91.03,0.0263986,0.000290007,0.318859951
7/6/20,$93.46,-0.0031077,-3.32505E-05,0.317663252
7/7/20,$93.17,0.0230231,0.000247101,0.316808226
7/8/20,$95.34,0.0035597,3.73364E-05,0.316247602
7/9/20,$95.68,0.0024791,2.59096E-05,0.315641211
7/10/20,$95.92,-0.0046239,-4.82057E-05,0.314520173
7/13/20,$95.48,0.016413,0.000171904,0.314636012
7/14/20,$97.06,0.0068538,7.06161E-05,0.314619144
7/15/20,$97.73,-0.0123813,-0.000126695,0.314042557
7/16/20,$96.52,-0.0020223,-2.09516E-05,0.313945903
7/17/20,$96.33,0.020855,0.000216501,0.313448357
7/20/20,$98.36,-0.0138978,-0.000141299,0.312770989
